244,870
700,586
575,640
1109,49
1016,107
518,614
724,65
800,138
224,823
952,341
1230,366
410,821
455,191
1168,218
1016,787
206,7
922,204
120,93
70,275
382,504
247,152
571,712
1150,651
1098,376
92,121
520,11
766,295
161,847
731,648
674,533
1173,59
1206,166
75,815
838,28
547,284
1059,375
873,110
865,639
982,709
213,852
1044,375
1149,126
333,371
1149,847
790,235
790,424
1148,280
430,451
492,743
798,218
930,205
706,791
1039,4
1230,360
1066,463
301,651
1068,819
594,39
1066,487
567,562
202,37
649,771
147,298
1001,607
370,599
1218,773
654,431
5,571
32,474
649,99
596,877
1156,427
1305,323
694,261
1228,30
634,19
87,444
360,740
291,423
1150,847
5,435
199,556
1014,74
300,166
879,409
18,809
266,107
796,848
1228,278
810,651
1148,640
689,802
857,180
251,599
1151,87
403,406
1205,831
358,341
30,372
795,271
775,824
1223,599
279,25
1255,249
907,182
1208,4
1059,22
251,630
515,795
817,798
748,374
80,78
162,726
402,257
68,267
1292,361
142,676
1248,528
120,175
190,376
676,19
470,646
32,698
1263,597
502,667
1149,544
488,495
1134,631
1128,442
1294,481
102,339
403,712
756,512
1205,105
1034,455
698,550
878,196
1059,630
1253,455
709,707
328,872
1146,616
795,520
498,161
492,54
1064,870
388,876
306,788
83,182
852,644
1243,649
962,340
713,893
631,439
837,623
314,312
1094,519
1120,518
540,152
957,722
145,35
1230,590
353,493
564,539
1310,17
1134,263
1171,679
801,859
679,571
390,736
30,522
1222,481
346,362
110,715
556,565
739,712
932,775
818,463
813,562
351,271
760,512
930,603
1009,620
875,197
294,107
800,756
761,295
754,117
985,240
843,123
430,823
1183,862
596,46
873,612
1173,271
49,42
1190,175
575,780
1252,877
493,126
246,814
370,792
636,140
888,513
668,877
1168,676
1278,698
1039,325
515,495
353,274
736,304
801,280
67,691
1173,835
552,787
417,343
1208,611
503,366
1066,95
1285,72
1128,4
547,616
380,205
62,116
952,820
656,431
218,215
716,428
741,421
1034,23
125,516
1248,401
1261,852
540,742
422,381
161,544
395,427
1044,204
268,429
900,407
465,620
989,819
1298,358
266,519
1138,651
607,197
1158,883
452,37
110,599
518,56
713,455
1033,614
1160,765
990,301
982,648
877,763
251,648
845,835
638,481
277,614
525,353
880,778
385,595
1247,810
629,296
351,207
967,148
1021,845
1287,123
1230,78
1309,623
378,775
445,703
85,841
1015,714
328,246
1240,773
838,4
908,665
686,388
996,312
843,151
264,158
714,46
308,85
412,819
957,493
1059,246
377,311
1026,102
711,281
1203,389
925,445
353,401
893,327
610,819
52,801
259,467
388,564
1197,628
100,717
950,714
893,567
266,375
668,536
127,639
808,465
744,397
852,451
55,4
818,239
892,131
1009,274
855,480
518,824
1223,295
33,817
822,495
977,523
1002,697
748,520
1290,467
25,822
251,246
1041,893
1059,488
161,768
816,847
249,249
880,823
408,304
388,690
1248,569
594,652
16,481
1305,459
74,677
136,166
119,518
623,180
458,266
251,519
388,151
708,801
951,266
1196,294
177,336
1158,459
1160,317
1191,471
296,777
1098,250
1063,742
703,597
1101,221
612,344
1190,353
679,439
892,315
1272,485
850,295
64,369
872,519
293,481
535,423
852,3
838,866
1036,291
902,192
1004,340
656,229
258,407
201,845
50,455
1231,192
714,848
330,502
60,428
137,274
381,355
94,519
838,476
1178,71
761,383
584,789
246,575
982,694
437,784
489,488
1235,465
1228,37
679,887
1044,71
895,854
1103,518
855,191
718,752
1212,677
549,579
162,239
1279,180
584,856
1190,599
1059,599
544,715
890,542
1150,47
862,64
246,870
1064,360
586,737
922,330
1230,95
673,831
1000,77
55,697
731,519
928,390
624,372
1087,409
616,485
1101,255
189,620
1019,526
1174,182
562,374
549,131
403,488
403,441
152,883
169,582
1223,220
952,74
607,297
187,599
251,872
621,408
433,7
939,87
85,837
102,283
689,856
82,864
801,35
566,749
410,521
259,873
1093,612
344,677
364,810
85,57
1088,205
1247,362
75,648
705,42
156,553
139,99
808,429
247,332
817,768
902,543
873,259
684,771
502,435
850,487
1235,815
716,652
64,525
120,295
1173,274
574,534
1140,789
525,541
1230,304
92,374
1285,722
113,628
277,280
888,401
688,628
330,392
12,877
402,637
216,375
852,266
903,376
838,869
1205,63
1064,319
817,350
177,560
877,7
1280,295
890,32
510,866
408,360
433,763
764,679
75,79
221,828
410,463
1174,630
954,123
28,571
740,814
587,691
1206,868
217,784
621,861
602,603
1212,217
120,541
432,196
382,390
915,469
67,649
959,719
82,687
502,121
1242,65
514,848
1160,711
862,887
653,271
1218,374
152,569
681,296
957,274
810,427
473,271
411,590
649,123
294,180
982,872
221,66
271,773
550,512
766,179
546,215
159,484
432,56
321,527
689,408
748,800
348,106
70,302
478,183
656,241
458,331
246,80
276,455
1026,743
1250,18
62,528
964,197
340,582
266,115
49,852
575,562
206,887
223,485
1278,180
218,231
107,697
724,157
989,371
908,637
1242,829
32,180
922,652
738,750
137,59
751,245
875,726
82,633
112,7

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
